Title,URL,Date,Content
Paro refuses to 'chase ghosts' as he sets sight on American rematch,https://www.abc.net.au//news/2025-06-24/liam-paro-prepares-for-boxing-showdown-with-jonathan-navarro/105453958,2025-06-24,"A validated Liam Paro is eyeing bigger targets, saying he will not ""chase ghosts"" and fight George Kambosos Jr. The Australian is instead intent on arematch with his conqueror Richardson Hitchins, ideally for multiple belts, as he prepares to fight on home soil for the first time in nearly three years. The Mackay product (25-1) will headline Wednesday's boxing card in Cairns against the dangerous Jonathan Navarro (18-1). Caboolture's two-time world title challenger Liam Wilson (15-3) will also feature against Argentinian super featherweight Ayrton Gimenez (22-1) as he eyes a rematch with Emanuel Navarrete after his controversial loss two years ago. Paro upset Subriel Matias in Puerto Rico towin the IBF's super lightweight title last Juneand, when a homecoming bout with Kambosos Jr did not eventuate, was forced to return there and defend his belt against Hitchins in December. The Brooklyn star won a split decision contest and then, as forecast by Paro, obliterated Kambosos Jr in New York City in his first defence earlier this month. ""I copped heat for saying George would lose, but I stand by it,"" Paro said. ""I just never thought Kambosos was world class. That's not unpatriotic. It's just my opinion as someone who knows what that level really looks like. ""There are levels to this game and I've shared the ring with the elite and I call it how I see it."" Kambosos is 2-4 since upsetting Teofimo Lopez in 2021 but has retained a top-four IBF ranking alongside Paro, who is also well positioned for shots at the WBC and WBO belts. ""I doubt it happens,"" Paro said of fighting his countryman. ""I think ego gets in the way. He's made it clear he won't fight another Aussie, which says a lot. ""But if we're both seen as one and two in the country, there's only one way to settle it. ""If it ever makes sense, I'm all in. I'll fight anyone, anywhere, but I won't chase ghosts."" Lopez currently owns the WBO strap and is on Paro's hit list, which includes Ryan Garcia, Rolando Romero and Isaac ""Pitbull"" Cruz. Paro's last win in Australia was a devastating first-round stoppage of Brock Jarvis that launched him towards his first title shot while signed to Eddie Hearn's Matchroom Boxing. AAP"
Aussie number one blown off course as Wimbledon looms,https://www.abc.net.au//news/2025-06-24/daria-kasatkina-out-as-maya-joint-wins-first-round-eastbourne/105452460,2025-06-24,"Daria Kasatkina's miserable build-up to Wimbledon has continued with the Australian number one's defence of her Eastbourne title blown away in the first round, as much by the windy conditions as her opponent, Lulu Sun. The world number 11 served up 11 double faults as she was beaten 7-5, 2-6, 6-3 on the English south coast, her high ball toss vulnerable to the swirling gusts that made both players look foolish at times. But there is a better Wimbledon outlook for Maya Joint who gained her first win of the grass court season by beating three-time grand slam finalist Ons Jabeur, 7-5, 6-2. If not quite a boilover — both players are now ranked in the 50s — Jabeur has far more experience than the Queensland-based teenager, having reached the Wimbledon final in 2022 and 2023. Kasatkina's defeat means she has lost all three matches on grass since reaching the last 16 on the red clay of Roland-Garros. ""The conditions are very tricky. The ball is swirling around so anything can really happen, you have to keep fighting,"" Sun said. Devonshire Park is barely an over-hit forehand from the beach and the flags cracked with the stiff breeze as seagulls fought with the currents overhead. The conditions made for a topsy-turvy match, with New Zealander Sun racing into a 4-0 lead, only for Kasatkina, the number one seed, to roar back with five straight games. But at 5-4, she failed to press home a set point and Sun won the next three games to take the set in just under an hour. This despite a moment of brilliance when she returned a lob on the turn with a superb forehand pass. Kasatkina, who will be representing Australia for the first time in a grand slam at Wimbledon, having switched allegiance from Russia in March, responded impressively, snagging the second set in 36 minutes. She then broke in the fifth to take a 3-2 lead but Sun, who only served two double-faults, took the next three games and the match to move into the last 16 of the WTA 250. Kasatkina has now lost to players ranked 50 (Sonay Kartal at Nottingham), 49 (Xinyu Wang at Queen's) and 46 (Sun). While Sun is a useful grasscourt player who reached the quarterfinals at Wimbledon last year, she had lost five of her last six matches and had not beaten a player in the top 250 since April. Following Kasatkina on court was Australian number two Joint, who took a 2-0 lead against Jabeur, but then found herself 2-3 down. However, winning her maiden title in Morocco recently has boosted her belief, and she soon broke back to be 4-4 before taking the set 7-5. Once she broke midway through the second set, the result was never in doubt. ""I was really happy to win my first title in Rabat, that was on clay so a bit different to grass, but I am learning to love this surface. [The Rabat title] gives me confidence coming in here,"" Joint said. ""I take a lot from my previous successes."" Aussie number three Kim Birrell plays American Sofia Kenin first up on Tuesday."
'Australians don't eat enough legumes': How to get the fibre you need,https://www.abc.net.au//news/2025-06-23/dietary-fibre-digestion-what-to-know-tiktok/105433084,2025-06-23,"People share a lot of their lives on social media. This can even include digestion details, with content about ""staying regular"", bloating and fibre far from off limits on platforms such as Instagram and TikTok. Food and nutrition scientist Emma Beckett, based in Newcastle/Awabakal, says she is glad these conversations are bringing fibre into focus. ""I feel like lately everything's aboutprotein and prioritising protein, and we've kind of forgotten about everything else, including fibre,"" she says. ""Talking about digestive health — particularly pooping — was very taboo for a long time."" Dr Beckett saysfibre falls into two major categories, soluble fibre and insoluble fibre. She sayssoluble fibre""forms a gel-like substance when it's mixed with water"". This gel-like consistency ""helps us to feel fuller for longer"" and some soluble fibres can also be classified as prebiotics, which help feed beneficial gut bacteria. According to Australia's public health websiteHealthdirect, soluble fibre isfound in oats and barley, fruit and vegetables. It's also found inlegumes such as chickpeas, lentils and beans. You may have heardinsoluble fibre described as roughage. ""I remember at school being told that fibre is like the gut's toothbrush,"" Dr Beckett says. Insoluble fibre is found in high-fibre and wholegrain breads and cereals, the outer skins offruits and vegetables and nuts and seeds. TheAustralian dietary guidelinesrecommend 30 grams of fibre a day for adult men and 25 grams for women. Dr Beckett says while fibre falls into two main categories (and even more subcategories), dietary recommendations are based on general fibre intake. Considering daily recommendations and how often we eat, she says meals with 10 grams of fibre or more are a ""fibre superstar"", and 6 to 10 grams is a ""good source"". However, Dr Beckett saysprioritising ingredients with fibre is more practicalthan ""obsessing over the grams"". ""If you're having vegetables in your lunch and your dinner, if you're eating as many legumes as possible, if you're eating as many whole grains as possible, then you don't even need to worry about the number."" Vincent Ho is a gastroenterologist and associate professor of medicine at Western Sydney University, and says patients are often confused about which foods are high in fibre. Dr Ho saysa supplement is not enough to get your recommended daily intake, with a tablespoon of psyllium husk only containing about 2 grams of fibre. Megan Rebuli is a research dietician in health and biosecurity at the CSIRO in Adelaide, on the traditional country of the Kaurna people. If you're looking to get more fibre at mealtimesyou can make some simple swaps, she says. ""For example, swapping white bread for wholegrain bread [or] swapping white pasta for wholegrain pasta."" You can also add legumes to salads and curries, she says. Dr Beckett says""generally speaking,Australians don't eat enough legumes"" and they're a ""stand-out"" when it comes to high-fibre foods. Dr Beckett says these recipes contain more than 10 grams of protein per serve. Dr Beckett says ""one of the immediate consequences of not having enough fibre in your diet is constipation."" This could lead to extreme discomfort and even haemorrhoids from straining, she says. What's considered normal frequency for a bowel movement varies person to person and ""it could be anywhere from three times a day to three times a week"". Dr Ho says constipation can also lead to anal fissures (small tears around the area) ""exacerbated by constipation and straining"". He says eating fibre can help reduce cholesterol and blood sugar levels, and alsoreduces the risk of colorectal cancer (also known as bowel cancer). If you're not getting enough, ""your cholesterol levels and your blood sugar levels can be elevated"", as well as your cancer risk. Ms Rebuli says being physically active and consuming dietary fibre has been shown to decrease your risk, but there are a range of lifestyle and genetic factors that may also play a part. This article contains general information only. You should consider obtaining independent professional advice in relation to your particular circumstances."
'Passenger parenting' leaves dads on backfoot and mums carrying the load,https://www.abc.net.au//news/2025-06-22/what-is-passenger-parenting-can-it-be-overcome/105399006,2025-06-22,"Parenting is an intense ride and always being the one in the driver's seat can take its toll. And having someone firmly entrenched as passenger can actually be damaging for both partners and the relationship. Recent research found that in heterosexual relationships, where it is mums most often taking the wheel, some dads can experience a phenomenon labelled ""passenger parenting"". The term was coined by Norma Barrett, the study's co-author and lecturer in public health and health promotion at Deakin University in Warrnambool, on the traditional lands of the Gunditjmara people in regional Victoria. She explains that while fathers are becoming increasingly engaged in daily family life, the persistence of a gendered norm means some feel on the ""outskirts"" when it comes to parenting decisions. And parenting alongside a passenger parent isn't easy, says Carly Dober, a psychologist and policy coordinator at the Australian Association of Psychologists. She says mothers who are carrying the lion's share of caring responsibilities because the men in their lives are not participating more may feel burdened. ""It can be really stressful if you do feel you are the default parent and wearing the emotional and cognitive load of all decisions,"" she says. So, what can you do if you're stuck in a driver-passenger parent dynamic? And, because passenger parenting can look a lot like weaponised incompetence, we explain the difference. While some dads Ms Barrett spoke to were ""happy to go with the flow"" and be led by their partner, most wanted to fully share the whole experience but felt ""shut out"" from doing so. She says the ""sidekick"" parenting role often begins for practical and social reasons. For example, it's most often mothers who take time off to care for the baby. ""There are physical reasons for that [being the birthing parent], and also if the baby is being breastfed then naturally it will be the mother that is going to do that,"" Ms Barrett says. Dads may have little to no time off before returning to work, and the parent spending the bulk of the time with the child becomes ""specialised"" in the gig of parenting. Ms Dober says dads might feel like they are not as equipped to do things like dress the child, how and when to feed the child, and what health appointments they need, for example. Some men in Ms Barrett's research expressed passenger parenting had a negative impact on their relationships. ""They are trying to be more involved in decision making, like around caring for the baby, feeding the baby, trying to be part of it, and if struggles were arising, coming up with solutions — but not always feeling like they knew the right language or approach. Fathers can get stuck in their passenger role beyond the transition into parenthood, explains Ms Barrett, because even when mothers might return to work and the caring load should equalise, dads haven't had the same ""parenting boot camp"", leaving them on the backfoot. Do you feel like the passenger parent in your family? Or perhaps you're tired of always being the one in the driver's seat. Share with us atlifestyle@abc.net.au Ms Dober says while some women may be happy to take a leadership role in parenting, others may feel there is a pressure to be the ""expert parent"". Whether it's a role they are comfortable with or not, it can be a difficult one to fulfil, with consequences for their wellbeing,career, and financial future. If current working patterns continue, the average 25-year-old woman today who goes on to have one child can expect to make$2 million less in lifetime earningscompared to the average 25-year-old man who also becomes a parent. Research also shows twice as many women as men experience parental burnout, due to the fact women still carry70 per centof the family mental load. ""There are so many micro decisions in the day-to-day of parenting that really do add up — an infinite amount of decision to make,"" Ms Dober says. The relationship can be impacted if women feel they aren't supported, she says. ""There might be resentment if you perceive your passenger parent is just deferring to you because they can't be bothered or prefer you managing it."" In intimate partner relationships, weaponised incompetence is often evident in the division of domestic tasks and caring labour. It is when someone ""demonstrates helplessness, real or false, in order to avoid certain tasks or responsibility, thus making other people [often their partner and/or co-parent] feel they have to step in and do it for them,""Ms Dober told us for a previous article. What makes passenger parenting different is intent, she explains. ""Weaponised incompetence is when you might be trying to gain more spare time to rest, socialise, or just tend to your own needs versus those of the family. ""Passenger parenting is feeling like you have less agency. There isn't malicious intent — although it can look the same depending on some behaviours."" Ms Dober says passenger parents will feel like they are missing out on something, and can ""take a beating to their self-esteem"". Parenting expert and dad to six daughters Justin Coulson says while some dads are ""happy to take a back seat"", in his experience, men overwhelmingly want to be more involved. While there are societal and structural barriers to reaching equality in co-parenting relationships, such as making itmore viable for dads to take parental leave, there are some ways individuals can work towards improvement. Dr Coulson recommends couples have weekly check-ins. ""On a Sunday morning when things are relatively quiet, my wife and I sit down and ask three questions. First, 'What's going well?' And we just take a minute to bask in the sunshine of success."" Secondly, they ask ""What hasn't worked this week?"" ""It's not a finger-pointing exercise, rather saying 'I've struggled here', of 'I could have done with more support on Wednesday night when three things were happening at once',"" Dr Coulson says as an example. Lastly, ""What could we work on this week?"" ""And the critical part of that is put together a plan to make that happen,"" he says. While Ms Barrett's research recommended couples have conversations early on about their parenting expectations, Ms Dober says those can change over time. She says parents can regularly touch base on what they would like to do more, or less of. For dads who feel like they don't have agency, that might be expressing what they would like to have more expertise in, or what challenges they think could benefit them in learning to do more? Ms Dober says parents need to be kind to themselves, and each other. ""Understanding that parenting is hard — you're both on this journey together, and figuring out what parenting looks like for your family. ""And that might be different to others, and to how you grew up."""
Slow-cooker bolognese is the ultimate hands-off dinner,https://www.abc.net.au//news/2025-06-21/easy-slow-cooker-bolognese/105229440,2025-06-21,"It's rare to find the time to stand over a pot, sautéing everything that goes into a bolognese, only to wait a few hours for the flavours to really hit the chorus and truly sing! Enter this version: no stirring required (except for a final mix at the end). Just layer it up, set it to low, and let time do the work. This bolognese is all about patience and pure alchemy. The vegetables are blitzed with a holy trinity of umami: tomato paste, Parmesan, and Worcestershire sauce. It's layered between the broken-up duo of pork and beef mince, which sits untouched so it naturally clumps and falls apart as the tension eases from the simmering sauce. The 15–20 hour slow cook isn't just for show — it's the secret to deep, slow-developed flavour. Put it on late Sunday night, and by Monday evening, you've got a perfectly timed meal ready to go."
Four cooks share their secrets to the perfect winter roast,https://www.abc.net.au//news/2025-06-20/secrets-to-the-perfect-winter-roast/105430380,2025-06-20,"There's something comforting about the smell of a roast wafting through the house on a chilly day. It's an investment of time and ingredients, which can make it daunting. Chefs and cooks share their tips and tricks to nail the perfect winter roast at home, from meats to vegetarian options. If you ask chef Matt Golinski, based on the Sunshine Coast/Kabi Kabi lands, there is nothing easier (or tastier) during winter than aslow-roasted lamb shoulder. ""Really, all you're doing is just throwing it into a tray,"" he says. ""It's probably simplest bit of cooking you'll ever do."" He recommends: If you love a good pork crackling and are a beginner, try chef and cookbook author Hayden Quinn'scrispy pork shoulder with green apple slaw. He recommends: Nipun Liyanapathirana creates cooking videos for social media and adds a tasty twist to a traditional beef roast. While you're not cooking a whole chunk of meat, his Sri Lankan spiced beef roast (similar to the popularKerala beef fry) is ""hearty, comforting, and full of depth and flavour"". ""It gives you the same exact finish as a typical roast, but the preparation and techniques used is completely different,"" he says. His technique means the meat is unlikely to be overcooked. He recommends: Alice Zaslavsky, a cookbook author and host of A Bite To Eat with Alice, has previously shared her favourite tips for theperfect roast chickenwith ABC Lifestyle. Her favourite method is ""the dry-and-hot"" (dry brine and hot oven). She recommends: Vegetarians and vegans fear not, Hetty Lui McKinnon has many recipes for veggie-forward winter roasts that she has shared with us previously. ""I remember a time when the non-meat option on a feasting table was lentil loaf,"" the food writer and cookbook author says. ""Luckily, food has evolved, and a show-stopping vegetarian main can now be as exciting as anything else on the table."" She recommends: She has recipes for astunning roast butternut pumpkinand awhole roasted red cabbage with a maple glaze, which can become the star of your next meat-free celebration table."
"Jane Austen rom-com makes cheeky nods to Bridget Jones, Hugh Grant",https://www.abc.net.au//news/2025-06-24/jane-austen-wrecked-my-life-review/105448396,2025-06-24,"Thirty-something-year-old Parisian bookseller Agathe Robinson (Camille Rutherford, Anatomy of a Fall) is an old soul; a hopeless romantic who isn't interested in ""uber sex"" but the romantic courtship of a bygone era. The star of Jane Austen Wrecked My Life, (written and directed by Laura Piani), Agathe is an Anglophone who buries herself in classics — Jane Austen chief among them. She also lives, with her sister and nephew, in an emotionally suspended state. An unspecified trauma lies at the heart of Agathe's existence that explains how she came to be this way and, gradually, we find out what the incident is that splintered her life in two. What:A quaint but emotionally slight rom-com with an old-world feel, written and directed by Laura Piani. Starring:Camille Rutherford, Charlie Anson, Pablo Pauly Where:In cinemas now Likely to make you feel:Charmed Agathe is a daydreamer with a penchant for writing love stories in her spare time. The comfortable monotony of her life is up-ended when her womanising co-worker and best friend, Felix (Pablo Pauly) — with whom she shares a platonic if overfamiliar kinship — applies on her behalf to the prestigious Jane Austen Writing Residency in southern England. She's successful, and it changes the course of her life. Agathe suddenly finds herself not only with the luxury of time and a room of her own to write, but she becomes the recipient of two men's affections: Felix, who she spontaneously kisses as she leaves France, and the thorny Oliver (Charlie Anson), the great-great-great-great nephew of Jane Austen herself, who manages the residency. Hijinks ensue in the bucolic greenery of a small England coastal town as the characters oscillate seamlessly between French and English. There are language mishaps, accidental nudity in the vein of The Proposal, and a ball right out of an Austen novel. Agathe is ensconced in an English manor (though the the film was shot entirely in France) straight out of the novels she devours, and is being romanced in the way she so greatly desires — through pithy one-liners, disarming honesty and genteel manners. But there's a snag. Felix surprises Agathe by showing up unannounced right before the ball, and Agathe has a decision to make. There's a little bit of Notting Hill in Agathe's vocation of bookselling (shared with Hugh Grant's William Thacker), though Paris's famed Shakespeare and Company is a more earnestly romantic backdrop than a bookstore that exclusively sells travel books. There's also a bit of Bridget Jones in the tragicomedy of Agathe's love life, and a sprinkling of Emily Henry's Book Lovers in the enemy-to-lovers scenario that plays out in a literary world. The film employs numerous different rom-com tropes but, to its credit, we are constantly kept guessing as to who, if anyone, Agathe will end up with. Much like the character she plays, who has English and French parentage, Rutherford imbues Agathe with an endearing charm as she skulks around the pastoral landscape — incapable of writing as freely as her colleagues do, experiencing nature as a menace rather than a salve. Agathe morphs into the main character of her story, but she's far from an effortlessly cool one. Emotionally dysregulated, awkward, clumsy and abrupt, Agathe has a halting yet elegant way of expressing her thoughts — prone to observing rather than experiencing. She feels like an amalgam of messy rom-com leads of yesteryear — Meg Ryan, Renee Zellweger, Drew Barrymore. Reminiscent of Mr Darcy, Anson is Hugh Grant-lite in his depiction of the prickly and reserved Oliver, while Pauly is roguish as the caddish yet well-meaning Felix. Jane Austen Wrecked My Life is at its strongest when it leans into the idiosyncrasies of its colourful cast of characters. Less successful are the overblown metaphors about writing and the confected arguments about the value of literature, though they may well be a mirror to what takes place in residencies. Most accurate would be its portrayal of writing, or perhaps how little writing happens. Agathe's journey of discovery hinges on her creative reclamation of self as much as her ability to dive headfirst into love. When both predictably happen, the pay-off is sweet, yet strangely bathetic."
AC/DC announce first Australian shows in a decade,https://www.abc.net.au//news/2025-06-23/acdc-australian-tour-2025-power-up-amyl-sniffers-dates-tickets/105448332,2025-06-23,"There'd been rumblings, and now the thunder's struck. AC/DC, one of our nation's biggest music exports, are returning home for their first Australian shows since 2015. Fronted by iconic guitarist Angus Young and vocalist Brian Johnson, the Australian rock legends will play stadiums in Melbourne (November 12), Sydney (November 21), Adelaide (November 30), Perth (December 4) and Brisbane (December 14). The Power Up tour kicked off in Europe last year, where it shifted more than 2 million tickets in 24 hours. It has continued through the US from April, and this month the band will play additional European shows before returning to Australia in November. The box office demand for these shows will be intense. AC/DC's past two homecoming tours tallied about 1 million ticket sales, but hopefully with the large gaps between dates, there will be additional shows announced to supply blockbuster demand. Late 2025 is shaping up to be busy (and costly) for rock fans, withreunited Britpop icons OasisandMetallicaalso bringing huge shows to the country from October. The tour shares its name with the band's17th studio album, Power Up, which topped the charts upon its release in 2020, making AC/DC the first band to have an Australian number one record in five consecutive decades. Supporting AC/DC at all dates will be Melbourne/Naarm pub-punks Amyl & The Sniffers. The ARIA award-winning group's international profile hasexploded in recent years— including a buzzed-about performance atCoachella festivaland a slot onUS late night TV— thanks to a fun, ferocious live show centred around charismatic ringleader Amy Taylor. Back In Black, Highway To Hell, Let There Be Rock, TNT, Dirty Deeds Done Dirt Cheap: you can expect to hear plenty of hits from many classic albums at AC/DC's forthcoming dates. The band — Johnson, Young, his nephew Stevie Young on guitar, drummer Matt Laug, and bass player Chris Chaney — have been performing a career-spanning set list on the road. These dates will be the group's first on home turf since the deaths in 2017 ofMalcolm Young, rhythm guitarist, andGeorge Young, influential producer of AC/DC's first five records, and since the childhood home of AC/DC's founding members was mistakenly demolished."
WA author pens 'gay bogan love story' that's also about male loneliness,https://www.abc.net.au//news/2025-06-23/author-holden-sheppard-king-of-dirt-novel/105440856,2025-06-23,"When he was writing young adult novels, West Australian author Holden Sheppard hid himself in his fiction, splitting his personality and past across different characters. It was an act of self-protection, he tells ABC Arts. ""It was like the sniper couldn't get me because he couldn't work out which one was me."" But Sheppard isn't hiding any more. His new book, King of Dirt, his third — and first for adults — features a narrator that's unapologetically based on himself. Like Sheppard, King of Dirt's protagonist Jack Brollo is an Italian-Australian gay man who grew up in the town of Geraldton. Both have worked construction jobs, love the Collingwood Magpies and a bourbon, and drive a hotted-up Holden SS ute they call 'Phantom'. Yet the author says Jack — who we first meet as a self-destructive loner prone to fighting and binge-drinking — is a ""sliding doors version"" of himself, a vision of how he could have turned out without the ""love and support"" of his family. ""If I hadn't come to terms with my sexuality when I was about 20, had stayed in the closet, kept working in Geraldton as a labourer with my dad, and had stayed with women instead of hooking up with guys, then Jack is probably where I would have ended up in my mid-30s,"" Sheppard explains. ""But he's a bit tougher than me,"" he laughs. ""I think he might beat me in a fight if it came to it. I'm pretty tough, but he's a bit more of a brawler."" In King of Dirt, Jack is estranged from his family, who rejected him when he was outed as gay in his late teens. Vowing to keep ""hundreds of kilometres between me and Gerro"", he spends years working in short-term remote construction jobs. Then, one day, Rocco — Jack's second cousin and his former best mate — sends him a wedding invitation, bringing him back to his home town. There, he confronts the ghosts of his past, including Brick, an old basketball teammate who he was once madly in love with. Brick is now working as a personal trainer and brings Jack into his world, helping to build his confidence and improve his mental health at the gym. Sheppard says he is irked by how gym culture is often depicted negatively. ""The gym is something I found in my 20s, and I loved it so much. ""A lot of people's perception of the gym is rooted in high school locker rooms and how much the jocks were bullies. But gyms are not like that; they're actually super positive. If you're lifting for the first time, you will find nothing but encouragement."" Sheppard describes The King of Dirt as ""a gay bogan love story"" but he was initially reluctant to embrace the bogan tag. ""The funny thing is I never thought of myself as a bogan when I was in Geraldton at all. I just thought I was a normal Aussie person."" While studying literature at university, he was amazed to hear his lecturer describe Kath and Kim as a satire of bogan life. ""I just thought it was a funny show. I know all these people; that's the culture that I've grown up around,"" he says. At university, he initially felt isolated from his artier classmates and wanted to quit. After a summer spent driving an earthmover for his father, he decided to return to university but vowed not to change for anyone. ""It was just embracing what I actually like, as opposed to what I thought I had to become to be a writer,"" he says. ""I wanted to be a writer but I also wanted to be myself."" Sheppard even featured as a bogan on ABC TV's You Can't Ask That. ""Embracing the bogan title has been actually really fun,"" he says. Sheppard says the transition from writing young adult fiction to adult literature has been freeing, allowing him to fully explore Jack's journey from repression to embracing his sexuality with frank sex scenes. ""There's so much gatekeeping in the young adult space, and frankly, I f***ing hated it,"" he says. ""It frustrated me a lot to have people [asking]: 'Is this appropriate?' You just want to scream. It's totally fine when it's a boy and a girl but, because it was two boys, it was not appropriate. ""Hearing that kind of language around your own teenage trauma is incredibly infuriating."" Sheppard says he didn't want to tone down the sex for straight readers. It's a decision that's been vindicated by the positive feedback he's already received from straight men on King of Dirt. He says some straight male readers have told him they think it's a shame many of their peers won't read it ""because it's a gay book"". These readers have enjoyed the coming-of-age element of the tale, particularly Jack's struggles with mental ill health, anger and suicide ideation. ""They could relate to being isolated, or being alienated from people you love. It's about family estrangement and male loneliness, which a lot of us go through, especially once we hit our 30s, whether you're gay, straight or bi,"" Sheppard says. ""There's a lot in there that straight men can relate to because it's really just about a bloke facing his demons and his past."" King of Dirt is published by Hardie Grant."
28 Days Later kickstarted the zombie revival. It's back for another bite,https://www.abc.net.au//news/2025-06-22/28-years-later-28-days-later-cheat-sheet/105432030,2025-06-22,"Welcome to Cheat Sheet, where we give you all the intel you need about iconic shows and films. In honour of its new addition, this time we're looking at the film franchise that revived the zombie genre, 28 Days Later. Have you ever heard of a movie trailer so popular that it forced a studio to re-release a 23-year-old film? That's what happened at the end of 2024, when fans got a first glimpse of the third film in Alex Garland's revolutionary 28 Days Later zombie series. Chillingly set to Rudyard Kipling's poem Boots — itself about the horrors of war — the teaser for 28 Years Later quickly broke the record formost-viewed trailer of 2024. Soon after, it became the second-most-viewed trailer of all time (just behind 2019's It: Chapter Two). The demand from fans was so thunderous that, two days later, Sony announced they were re-releasing the original film — which hadn't been available digitally for years due to rights issues. But 28 Years Later wasn't done gathering steam just yet. After a single day on sale, the filmbroke the recordfor most advanced tickets sold in the US for a horror film this year. Here's what you need to know. The concept of the animated undead has been lurking in cinema for almost 100 years, and has been terrorising folklore for centuries more. George A. Romero's influential 1968 flick, Night Of The Living Dead, gave silver screen zombies the reputation of being slow-moving and dim-witted — threatening because of their numbers or lack of personal protection. But the zombies in 28 Days Later presented a curious alternative. Inspired by the relentless ghouls in Japanese video game series Resident Evil, writer Alex Garland envisioned a different kind of zombie: agile, angry and lightning fast. But Garland still yearned to rid zombies of their ""magic"". Enter Trainspotting director Danny Boyle, who infused Garland's script with the concept of rage. Instead of being supernaturally reanimated corpses, the zombies in 28 Days Later are actually infected with a ""rage virus"" unwittingly released onto the British population after a test monkey escapes his lab. With a refreshing concept and a minuscule $US8 million budget under their belts, the team gathered a cast of then-unknowns and began filming in mid-2001. Beyond briefly explaining how the virus was unleashed, 28 Days Later has little interest in the lore of the infected, instead capturing the human reaction of societal collapse. Bike courier Jim (Cillian Murphy, 20 years before his Oscar win) wakes up from a coma 28 days after the initial outbreak to an empty hospital. After wandering around London, Jim eventually stumbles upon a handful of fellow survivors. They then must battle not just hoards of infected, but also the ruthless leaders who have survived by brute force. The production was consistently hounded with monetary issues. Christopher Eccleston, one of the only actors on the cast with a name, agreed to take an emergency pay cut for his work. Until one day it all caught up. ""I just had to say one day, 'We haven't got any more money,' and we packed up and left. We didn't finish the film,""producer Andrew Macdonald said. They soon returned to cobble together some sort of an ending; after showing the studio their efforts, they ponied up for one last reshoot. Released in the UK at the end of 2002, 28 Days Later became an unexpected hit, quickly breaking even and then eclipsing its budget with ticket sales. The film then became a sleeper hit in the US market, pulling down $US45 million despite an initial limited release. By the end of its original theatrical run, the movie had made back its small budget ninefold, grossing $US72 million worldwide. It was praised by critics for the political analogy hiding behind the blood and gore. Filmed while the 9/11 terrorist attacks occurred and released just a year after, Boyle says the film grasped onto a larger uneasiness in a seemingly less safe world. ""The film was the first one out of the blocks that touched — not directly, but aesthetically and morally — some of the residue of what 9/11 had done to us,"" he said in 2018. ""And, in our particular case, it made cities, which feel so immense, suddenly, they were utterly vulnerable."" Manycommentatorspointto the critical and commercial success of 28 Days Later as one of the catalysts for the zombie revival of the 2000s and early 2010s. The boom saw the release of other familiar undead fare: 2004's Dawn of the Dead remake; Spanish-language Rec (2007) (as well as its 2008 US remake, Quarantine); and World War Z (2013). But, just like a mutated virus coursing through a corpse's veins, the boom also opened the door for zombie sub-genres. There were zombie comedies like Shaun of the Dead (2004), Zombieland (2009) and Black Sheep (2006). Films like Warm Bodies (2013) even gave the zombie rom-com a crack. The zombie craze leaked into TV as well: 2011's The Walking Dead features protagonist Rick Grimes waking up in a deserted hospital. Reverberations of Boyle and Garland's fast and infected creatures can even be felt in 2023's The Last of Us, which features an unknown fungal infection that transforms the world's population into surprisingly fast monsters. In the midst of it all, Boyle and Garland (now acting as producers) had another bite at the apple with 28 Weeks Later in 2007. Following a different family caught up in the devastation, the film tracks the slow attempt at rebuilding and sinks deeper into the political ramifications of an apocalypse. Then, in 2020, 28 Days Later had a cultural resurgence no-one saw coming. One of the earliest tableaus in the original film sees Jim, disoriented and clad in hospital scrubs, stumbling around the eerily empty streets of London. It was an arresting image at the time but as cities around the world emptied due to COVID-19 lockdowns,many recognisedthesimilarity between what Boyle captured and their current reality. Speaking to theBBC, Boyle said the world's collective experience with COVID made 28 Years Later ""feel possible"". Set nearly three decades after the original, 28 Years Later shows a UK that has been quarantined by the rest of the world. The action shifts from cities to a small surviving community who have barricaded themselves in their island home, following strict, traditional rules to keep the peace. ""In the last 15 years, the world has become regressive and it's very preoccupied with looking backwards. It's all about making things great again,"" writer Alex Garland toldThe Screen Show's Jason Di Rosso. ""So [this film] is something to do with a misremembered past and what things survive, what notions survive, what things are lost."" Like its predecessors, 28 Years Later uses the still-ravaging hordes of infected as catalysts for emotional pathos, as 12-year-old villager Spike (Alfie Williams) is taken to the British mainland for the first time by his blood-thirsty father Jamie (Aaron Taylor-Johnson). Boyle's affection for unusual camera rigs has also returned. Parts of 28 Days Later were filmed using a small digital video camcorder, which gave the film an almost home-movie look. This time around, Boyle turned to iPhones, binding eight, 12 and 20 phones together. ""We used [the rigs] for the violence … you could whip inside the action almost like in a 3D way, or pause it, or go back on it, startle with it. That's what we were trying to do, put beauty and horror together, which is a great combination for this kind of movie,"" Boyle told The Screen Show. ""It also gave us a chance to keep a light footprint in the countryside — we wanted it to look undisturbed."" Although not acknowledged in the title, 28 Years Later is actually the first part in Jamie and Spike's story. A sequel, 28 Years Later: The Bone Temple — which will see a heavier focus on mysterious cult leader Jimmy Crystal (Jack O'Connell) — will be released in January 2026. A third, untitled,reportedly finalfilm is currently in the works. 28 Years Later is in cinemas now."
